"GO.ID","Term","Annotated","Significant","Expected","Fisher","padj"
"GO:1901800","positive regulation of proteasomal prote...",5,2,1.43,0.4437,1
"GO:1903050","regulation of proteolysis involved in pr...",5,2,1.43,0.4437,1
"GO:1903052","positive regulation of proteolysis invol...",5,2,1.43,0.4437,1
"GO:1905269","positive regulation of chromatin organiz...",5,2,1.43,0.4437,1
"GO:0009725","response to hormone",84,25,24.05,0.4486,1
"GO:0022414","reproductive process",84,25,24.05,0.4486,1
"GO:0006091","generation of precursor metabolites and ...",22,7,6.3,0.449,1
"GO:0048584","positive regulation of response to stimu...",22,7,6.3,0.449,1
"GO:0044283","small molecule biosynthetic process",53,16,15.18,0.4516,1
"GO:1901701","cellular response to oxygen-containing c...",29,9,8.3,0.4562,1
"GO:0003006","developmental process involved in reprod...",74,22,21.19,0.4602,1
"GO:0009738","abscisic acid-activated signaling pathwa...",12,4,3.44,0.4653,1
"GO:0010016","shoot system morphogenesis",12,4,3.44,0.4653,1
"GO:0070925","organelle assembly",12,4,3.44,0.4653,1
"GO:1901607","alpha-amino acid biosynthetic process",12,4,3.44,0.4653,1
"GO:1902679","negative regulation of RNA biosynthetic ...",12,4,3.44,0.4653,1
"GO:0006468","protein phosphorylation",50,15,14.32,0.4683,1
"GO:0043161","proteasome-mediated ubiquitin-dependent ...",19,6,5.44,0.4736,1
"GO:0071229","cellular response to acid chemical",19,6,5.44,0.4736,1
"GO:0034654","nucleobase-containing compound biosynthe...",144,42,41.23,0.4744,1
"GO:0009719","response to endogenous stimulus",85,25,24.34,0.4779,1
"GO:0009737","response to abscisic acid",26,8,7.44,0.4784,1
"GO:0042254","ribosome biogenesis",26,8,7.44,0.4784,1
"GO:0016049","cell growth",33,10,9.45,0.4816,1
"GO:0044238","primary metabolic process",455,131,130.28,0.486,1
"GO:0006766","vitamin metabolic process",9,3,2.58,0.5008,1
"GO:0006887","exocytosis",9,3,2.58,0.5008,1
"GO:0009110","vitamin biosynthetic process",9,3,2.58,0.5008,1
"GO:0031123","RNA 3'-end processing",9,3,2.58,0.5008,1
"GO:0042127","regulation of cell population proliferat...",9,3,2.58,0.5008,1
"GO:0048513","animal organ development",9,3,2.58,0.5008,1
"GO:0051093","negative regulation of developmental pro...",9,3,2.58,0.5008,1
"GO:0071695","anatomical structure maturation",9,3,2.58,0.5008,1
"GO:0170034","L-amino acid biosynthetic process",9,3,2.58,0.5008,1
"GO:0009250","glucan biosynthetic process",16,5,4.58,0.5023,1
"GO:0022613","ribonucleoprotein complex biogenesis",30,9,8.59,0.5038,1
"GO:0048367","shoot system development",51,15,14.6,0.5052,1
"GO:0006139","nucleobase-containing compound metabolic...",188,54,53.83,0.5222,1
"GO:0048589","developmental growth",34,10,9.74,0.5263,1
"GO:0016051","carbohydrate biosynthetic process",27,8,7.73,0.5283,1
"GO:0006364","rRNA processing",20,6,5.73,0.5314,1
"GO:0009733","response to auxin",20,6,5.73,0.5314,1
"GO:0016072","rRNA metabolic process",20,6,5.73,0.5314,1
"GO:0071365","cellular response to auxin stimulus",13,4,3.72,0.537,1
"GO:0005984","disaccharide metabolic process",6,2,1.72,0.5505,1
"GO:0006004","fucose metabolic process",6,2,1.72,0.5505,1
"GO:0006417","regulation of translation",6,2,1.72,0.5505,1
"GO:0007276","gamete generation",6,2,1.72,0.5505,1
"GO:0009069","serine family amino acid metabolic proce...",6,2,1.72,0.5505,1
"GO:0009072","aromatic amino acid metabolic process",6,2,1.72,0.5505,1
"GO:0009553","embryo sac development",6,2,1.72,0.5505,1
"GO:0009624","response to nematode",6,2,1.72,0.5505,1
"GO:0009640","photomorphogenesis",6,2,1.72,0.5505,1
"GO:0009646","response to absence of light",6,2,1.72,0.5505,1
"GO:0009742","brassinosteroid mediated signaling pathw...",6,2,1.72,0.5505,1
"GO:0009743","response to carbohydrate",6,2,1.72,0.5505,1
"GO:0009856","pollination",6,2,1.72,0.5505,1
"GO:0009969","xyloglucan biosynthetic process",6,2,1.72,0.5505,1
"GO:0010089","xylem development",6,2,1.72,0.5505,1
"GO:0015711","organic anion transport",6,2,1.72,0.5505,1
"GO:0019751","polyol metabolic process",6,2,1.72,0.5505,1
"GO:0031146","SCF-dependent proteasomal ubiquitin-depe...",6,2,1.72,0.5505,1
"GO:0034248","regulation of amide metabolic process",6,2,1.72,0.5505,1
"GO:0044706","multi-multicellular organism process",6,2,1.72,0.5505,1
"GO:0071367","cellular response to brassinosteroid sti...",6,2,1.72,0.5505,1
"GO:0071369","cellular response to ethylene stimulus",6,2,1.72,0.5505,1
"GO:0071897","DNA biosynthetic process",6,2,1.72,0.5505,1
"GO:0090697","post-embryonic plant organ morphogenesis",6,2,1.72,0.5505,1
"GO:2001252","positive regulation of chromosome organi...",6,2,1.72,0.5505,1
"GO:0007166","cell surface receptor signaling pathway",24,7,6.87,0.5556,1
"GO:0009793","embryo development ending in seed dorman...",24,7,6.87,0.5556,1
"GO:0032879","regulation of localization",17,5,4.87,0.5642,1
"GO:0001510","RNA methylation",10,3,2.86,0.5811,1
"GO:0007346","regulation of mitotic cell cycle",10,3,2.86,0.5811,1
"GO:0009644","response to high light intensity",10,3,2.86,0.5811,1
"GO:0009968","negative regulation of signal transducti...",10,3,2.86,0.5811,1
"GO:0010118","stomatal movement",10,3,2.86,0.5811,1
"GO:0010638","positive regulation of organelle organiz...",10,3,2.86,0.5811,1
"GO:0010648","negative regulation of cell communicatio...",10,3,2.86,0.5811,1
"GO:0016485","protein processing",10,3,2.86,0.5811,1
"GO:0023057","negative regulation of signaling",10,3,2.86,0.5811,1
"GO:0051241","negative regulation of multicellular org...",10,3,2.86,0.5811,1
"GO:0170038","proteinogenic amino acid biosynthetic pr...",10,3,2.86,0.5811,1
"GO:0009642","response to light intensity",21,6,6.01,0.5865,1
"GO:0009908","flower development",21,6,6.01,0.5865,1
"GO:0033365","protein localization to organelle",21,6,6.01,0.5865,1
"GO:0040008","regulation of growth",21,6,6.01,0.5865,1
"GO:0070647","protein modification by small protein co...",39,11,11.17,0.5872,1
"GO:0006820","monoatomic anion transport",14,4,4.01,0.6036,1
"GO:0008652","amino acid biosynthetic process",14,4,4.01,0.6036,1
"GO:0043085","positive regulation of catalytic activit...",14,4,4.01,0.6036,1
"GO:0044093","positive regulation of molecular functio...",14,4,4.01,0.6036,1
"GO:0044403","biological process involved in symbiotic...",14,4,4.01,0.6036,1
"GO:0097237","cellular response to toxic substance",14,4,4.01,0.6036,1
"GO:0098754","detoxification",14,4,4.01,0.6036,1
"GO:0098869","cellular oxidant detoxification",14,4,4.01,0.6036,1
"GO:1990748","cellular detoxification",14,4,4.01,0.6036,1
"GO:0009056","catabolic process",104,29,29.78,0.6138,1
"GO:0030163","protein catabolic process",47,13,13.46,0.6181,1
"GO:0006790","sulfur compound metabolic process",18,5,5.15,0.622,1
"GO:0009987","cellular process",678,194,194.13,0.624,1
"GO:0048507","meristem development",22,6,6.3,0.638,1
"GO:0090567","reproductive shoot system development",22,6,6.3,0.638,1
"GO:0001934","positive regulation of protein phosphory...",7,2,2,0.642,1
"GO:0006354","DNA-templated transcription elongation",7,2,2,0.642,1
"GO:0009753","response to jasmonic acid",7,2,2,0.642,1
"GO:0010411","xyloglucan metabolic process",7,2,2,0.642,1
"GO:0019318","hexose metabolic process",7,2,2,0.642,1
"GO:0032784","regulation of DNA-templated transcriptio...",7,2,2,0.642,1
"GO:0033674","positive regulation of kinase activity",7,2,2,0.642,1
"GO:0042327","positive regulation of phosphorylation",7,2,2,0.642,1
"GO:0045860","positive regulation of protein kinase ac...",7,2,2,0.642,1
"GO:0051336","regulation of hydrolase activity",7,2,2,0.642,1
"GO:0070542","response to fatty acid",7,2,2,0.642,1
"GO:1901700","response to oxygen-containing compound",66,18,18.9,0.65,1
"GO:0006970","response to osmotic stress",37,10,10.59,0.6509,1
"GO:0009636","response to toxic substance",26,7,7.44,0.6522,1
"GO:0032989","cellular anatomical entity morphogenesis",26,7,7.44,0.6522,1
"GO:0060560","developmental growth involved in morphog...",26,7,7.44,0.6522,1
"GO:0007059","chromosome segregation",11,3,3.15,0.6527,1
"GO:0009741","response to brassinosteroid",11,3,3.15,0.6527,1
"GO:0015980","energy derivation by oxidation of organi...",11,3,3.15,0.6527,1
"GO:0035821","modulation of process of another organis...",11,3,3.15,0.6527,1
"GO:0042274","ribosomal small subunit biogenesis",11,3,3.15,0.6527,1
"GO:0001101","response to acid chemical",48,13,13.74,0.653,1
"GO:0006952","defense response",59,16,16.89,0.6568,1
"GO:0009266","response to temperature stimulus",41,11,11.74,0.6635,1
"GO:0051049","regulation of transport",15,4,4.29,0.664,1
"GO:0071482","cellular response to light stimulus",15,4,4.29,0.664,1
"GO:0006605","protein targeting",19,5,5.44,0.6751,1
"GO:0044042","glucan metabolic process",19,5,5.44,0.6751,1
"GO:1901135","carbohydrate derivative metabolic proces...",45,12,12.88,0.6752,1
"GO:0055085","transmembrane transport",56,15,16.03,0.6764,1
"GO:0002376","immune system process",23,6,6.59,0.6856,1
"GO:0006955","immune response",23,6,6.59,0.6856,1
"GO:0051179","localization",143,39,40.94,0.6915,1
"GO:0000902","cell morphogenesis",27,7,7.73,0.6956,1
"GO:0042221","response to chemical",151,41,43.24,0.7088,1
"GO:0016567","protein ubiquitination",35,9,10.02,0.7143,1
"GO:0019748","secondary metabolic process",12,3,3.44,0.7152,1
"GO:0032940","secretion by cell",12,3,3.44,0.7152,1
"GO:0046903","secretion",12,3,3.44,0.7152,1
"GO:0051640","organelle localization",12,3,3.44,0.7152,1
"GO:0071496","cellular response to external stimulus",12,3,3.44,0.7152,1
"GO:0098656","monoatomic anion transmembrane transport",12,3,3.44,0.7152,1
"GO:0140352","export from cell",12,3,3.44,0.7152,1
"GO:0009408","response to heat",16,4,4.58,0.7179,1
"GO:0009414","response to water deprivation",16,4,4.58,0.7179,1
"GO:0009415","response to water",16,4,4.58,0.7179,1
"GO:0071478","cellular response to radiation",16,4,4.58,0.7179,1
"GO:0000272","polysaccharide catabolic process",8,2,2.29,0.7182,1
"GO:0006403","RNA localization",8,2,2.29,0.7182,1
"GO:0006914","autophagy",8,2,2.29,0.7182,1
"GO:0009751","response to salicylic acid",8,2,2.29,0.7182,1
"GO:0010256","endomembrane system organization",8,2,2.29,0.7182,1
"GO:0022603","regulation of anatomical structure morph...",8,2,2.29,0.7182,1
"GO:0045595","regulation of cell differentiation",8,2,2.29,0.7182,1
"GO:0051347","positive regulation of transferase activ...",8,2,2.29,0.7182,1
"GO:0061919","process utilizing autophagic mechanism",8,2,2.29,0.7182,1
"GO:0097435","supramolecular fiber organization",8,2,2.29,0.7182,1
"GO:1905393","plant organ formation",8,2,2.29,0.7182,1
"GO:0000278","mitotic cell cycle",20,5,5.73,0.7229,1
"GO:0031347","regulation of defense response",20,5,5.73,0.7229,1
"GO:0009628","response to abiotic stimulus",116,31,33.21,0.7267,1
"GO:0009451","RNA modification",24,6,6.87,0.7289,1
"GO:0080134","regulation of response to stress",24,6,6.87,0.7289,1
"GO:0044281","small molecule metabolic process",102,27,29.21,0.7368,1
"GO:0008610","lipid biosynthetic process",36,9,10.31,0.7486,1
"GO:0032446","protein modification by small protein co...",36,9,10.31,0.7486,1
"GO:0043632","modification-dependent macromolecule cat...",36,9,10.31,0.7486,1
"GO:1901137","carbohydrate derivative biosynthetic pro...",36,9,10.31,0.7486,1
"GO:0016310","phosphorylation",66,17,18.9,0.7506,1
"GO:0006259","DNA metabolic process",40,10,11.45,0.7552,1
"GO:0051603","proteolysis involved in protein cataboli...",40,10,11.45,0.7552,1
"GO:0045087","innate immune response",21,5,6.01,0.7656,1
"GO:0072594","establishment of protein localization to...",21,5,6.01,0.7656,1
"GO:0140546","defense response to symbiont",21,5,6.01,0.7656,1
"GO:0008283","cell population proliferation",13,3,3.72,0.7686,1
"GO:0016052","carbohydrate catabolic process",13,3,3.72,0.7686,1
"GO:0022900","electron transport chain",13,3,3.72,0.7686,1
"GO:0006629","lipid metabolic process",52,13,14.89,0.7742,1
"GO:0009416","response to light stimulus",52,13,14.89,0.7742,1
"GO:0042592","homeostatic process",33,8,9.45,0.7755,1
"GO:0000462","maturation of SSU-rRNA from tricistronic...",9,2,2.58,0.7803,1
"GO:0005996","monosaccharide metabolic process",9,2,2.58,0.7803,1
"GO:0006720","isoprenoid metabolic process",9,2,2.58,0.7803,1
"GO:0006721","terpenoid metabolic process",9,2,2.58,0.7803,1
"GO:0009267","cellular response to starvation",9,2,2.58,0.7803,1
"GO:0009311","oligosaccharide metabolic process",9,2,2.58,0.7803,1
"GO:0009648","photoperiodism",9,2,2.58,0.7803,1
"GO:0009698","phenylpropanoid metabolic process",9,2,2.58,0.7803,1
"GO:0022618","protein-RNA complex assembly",9,2,2.58,0.7803,1
"GO:0030490","maturation of SSU-rRNA",9,2,2.58,0.7803,1
"GO:0042594","response to starvation",9,2,2.58,0.7803,1
"GO:0046777","protein autophosphorylation",9,2,2.58,0.7803,1
"GO:0048573","photoperiodism, flowering",9,2,2.58,0.7803,1
"GO:0051321","meiotic cell cycle",9,2,2.58,0.7803,1
"GO:0051606","detection of stimulus",9,2,2.58,0.7803,1
"GO:0071826","protein-RNA complex organization",9,2,2.58,0.7803,1
"GO:0072593","reactive oxygen species metabolic proces...",9,2,2.58,0.7803,1
"GO:0120254","olefinic compound metabolic process",9,2,2.58,0.7803,1
"GO:1903046","meiotic cell cycle process",9,2,2.58,0.7803,1
"GO:0065008","regulation of biological quality",64,16,18.32,0.792,1
"GO:0009314","response to radiation",53,13,15.18,0.7994,1
"GO:0009607","response to biotic stimulus",53,13,15.18,0.7994,1
"GO:0006979","response to oxidative stress",26,6,7.44,0.8027,1
"GO:0009617","response to bacterium",22,5,6.3,0.8031,1
"GO:0009826","unidimensional cell growth",22,5,6.3,0.8031,1
"GO:0051301","cell division",22,5,6.3,0.8031,1
"GO:1901605","alpha-amino acid metabolic process",22,5,6.3,0.8031,1
"GO:0005975","carbohydrate metabolic process",57,14,16.32,0.8043,1
"GO:0044419","biological process involved in interspec...",57,14,16.32,0.8043,1
"GO:0006511","ubiquitin-dependent protein catabolic pr...",34,8,9.74,0.8058,1
"GO:0019953","sexual reproduction",18,4,5.15,0.8061,1
"GO:0072521","purine-containing compound metabolic pro...",18,4,5.15,0.8061,1
"GO:0170033","L-amino acid metabolic process",18,4,5.15,0.8061,1
"GO:0008104","intracellular protein localization",61,15,17.47,0.8092,1
"GO:0051641","cellular localization",61,15,17.47,0.8092,1
"GO:0044703","multi-organism reproductive process",14,3,4.01,0.8136,1
"GO:1903047","mitotic cell cycle process",14,3,4.01,0.8136,1
"GO:0000209","protein polyubiquitination",5,1,1.43,0.8159,1
"GO:0000302","response to reactive oxygen species",5,1,1.43,0.8159,1
"GO:0006400","tRNA modification",5,1,1.43,0.8159,1
"GO:0008284","positive regulation of cell population p...",5,1,1.43,0.8159,1
"GO:0009064","glutamine family amino acid metabolic pr...",5,1,1.43,0.8159,1
"GO:0009583","detection of light stimulus",5,1,1.43,0.8159,1
"GO:0009606","tropism",5,1,1.43,0.8159,1
"GO:0009736","cytokinin-activated signaling pathway",5,1,1.43,0.8159,1
"GO:0009812","flavonoid metabolic process",5,1,1.43,0.8159,1
"GO:0009914","hormone transport",5,1,1.43,0.8159,1
"GO:0010014","meristem initiation",5,1,1.43,0.8159,1
"GO:0010017","red or far-red light signaling pathway",5,1,1.43,0.8159,1
"GO:0010393","galacturonan metabolic process",5,1,1.43,0.8159,1
"GO:0010948","negative regulation of cell cycle proces...",5,1,1.43,0.8159,1
"GO:0019216","regulation of lipid metabolic process",5,1,1.43,0.8159,1
"GO:0030030","cell projection organization",5,1,1.43,0.8159,1
"GO:0030244","cellulose biosynthetic process",5,1,1.43,0.8159,1
"GO:0031407","oxylipin metabolic process",5,1,1.43,0.8159,1
"GO:0031408","oxylipin biosynthetic process",5,1,1.43,0.8159,1
"GO:0033157","regulation of intracellular protein tran...",5,1,1.43,0.8159,1
"GO:0034293","sexual sporulation",5,1,1.43,0.8159,1
"GO:0034330","cell junction organization",5,1,1.43,0.8159,1
"GO:0042255","ribosome assembly",5,1,1.43,0.8159,1
"GO:0044770","cell cycle phase transition",5,1,1.43,0.8159,1
"GO:0045036","protein targeting to chloroplast",5,1,1.43,0.8159,1
"GO:0045488","pectin metabolic process",5,1,1.43,0.8159,1
"GO:0045930","negative regulation of mitotic cell cycl...",5,1,1.43,0.8159,1
"GO:0046496","nicotinamide nucleotide metabolic proces...",5,1,1.43,0.8159,1
"GO:0048437","floral organ development",5,1,1.43,0.8159,1
"GO:0048508","embryonic meristem development",5,1,1.43,0.8159,1
"GO:0048581","negative regulation of post-embryonic de...",5,1,1.43,0.8159,1
"GO:0070918","regulatory ncRNA processing",5,1,1.43,0.8159,1
"GO:0071368","cellular response to cytokinin stimulus",5,1,1.43,0.8159,1
"GO:0072329","monocarboxylic acid catabolic process",5,1,1.43,0.8159,1
"GO:0072524","pyridine-containing compound metabolic p...",5,1,1.43,0.8159,1
"GO:0072527","pyrimidine-containing compound metabolic...",5,1,1.43,0.8159,1
"GO:0072528","pyrimidine-containing compound biosynthe...",5,1,1.43,0.8159,1
"GO:0072596","establishment of protein localization to...",5,1,1.43,0.8159,1
"GO:0072598","protein localization to chloroplast",5,1,1.43,0.8159,1
"GO:0097164","ammonium ion metabolic process",5,1,1.43,0.8159,1
"GO:0140013","meiotic nuclear division",5,1,1.43,0.8159,1
"GO:1902600","proton transmembrane transport",5,1,1.43,0.8159,1
"GO:0015031","protein transport",58,14,16.61,0.8265,1
"GO:0006310","DNA recombination",10,2,2.86,0.8302,1
"GO:0007389","pattern specification process",10,2,2.86,0.8302,1
"GO:0009664","plant-type cell wall organization",10,2,2.86,0.8302,1
"GO:0015931","nucleobase-containing compound transport",10,2,2.86,0.8302,1
"GO:0016999","antibiotic metabolic process",10,2,2.86,0.8302,1
"GO:0030258","lipid modification",10,2,2.86,0.8302,1
"GO:0031669","cellular response to nutrient levels",10,2,2.86,0.8302,1
"GO:0044003","symbiont-mediated perturbation of host p...",10,2,2.86,0.8302,1
"GO:0051701","biological process involved in interacti...",10,2,2.86,0.8302,1
"GO:0071103","DNA conformation change",10,2,2.86,0.8302,1
"GO:0042886","amide transport",62,15,17.75,0.8304,1
"GO:0016053","organic acid biosynthetic process",35,8,10.02,0.8329,1
"GO:0019941","modification-dependent protein catabolic...",35,8,10.02,0.8329,1
"GO:0046394","carboxylic acid biosynthetic process",35,8,10.02,0.8329,1
"GO:0019725","cellular homeostasis",19,4,5.44,0.8411,1
"GO:0042742","defense response to bacterium",19,4,5.44,0.8411,1
"GO:0045184","establishment of protein localization",59,14,16.89,0.8467,1
"GO:0010228","vegetative to reproductive phase transit...",15,3,4.29,0.851,1
"GO:0033036","macromolecule localization",67,16,19.18,0.8529,1
"GO:0098542","defense response to other organism",36,8,10.31,0.857,1
"GO:0043207","response to external biotic stimulus",52,12,14.89,0.8609,1
"GO:0051707","response to other organism",52,12,14.89,0.8609,1
"GO:0009620","response to fungus",24,5,6.87,0.8639,1
"GO:0015833","peptide transport",60,14,17.18,0.8651,1
"GO:0001676","long-chain fatty acid metabolic process",6,1,1.72,0.869,1
"GO:0006405","RNA export from nucleus",6,1,1.72,0.869,1
"GO:0006611","protein export from nucleus",6,1,1.72,0.869,1
"GO:0008299","isoprenoid biosynthetic process",6,1,1.72,0.869,1
"GO:0008654","phospholipid biosynthetic process",6,1,1.72,0.869,1
"GO:0009060","aerobic respiration",6,1,1.72,0.869,1
"GO:0009581","detection of external stimulus",6,1,1.72,0.869,1
"GO:0009582","detection of abiotic stimulus",6,1,1.72,0.869,1
"GO:0009933","meristem structural organization",6,1,1.72,0.869,1
"GO:0016114","terpenoid biosynthetic process",6,1,1.72,0.869,1
"GO:0030029","actin filament-based process",6,1,1.72,0.869,1
"GO:0030243","cellulose metabolic process",6,1,1.72,0.869,1
"GO:0032386","regulation of intracellular transport",6,1,1.72,0.869,1
"GO:0034440","lipid oxidation",6,1,1.72,0.869,1
"GO:0045017","glycerolipid biosynthetic process",6,1,1.72,0.869,1
"GO:0045786","negative regulation of cell cycle",6,1,1.72,0.869,1
"GO:0046486","glycerolipid metabolic process",6,1,1.72,0.869,1
"GO:0048532","anatomical structure arrangement",6,1,1.72,0.869,1
"GO:0051168","nuclear export",6,1,1.72,0.869,1
"GO:0051223","regulation of protein transport",6,1,1.72,0.869,1
"GO:0051274","beta-glucan biosynthetic process",6,1,1.72,0.869,1
"GO:0062197","cellular response to chemical stress",6,1,1.72,0.869,1
"GO:0071166","ribonucleoprotein complex localization",6,1,1.72,0.869,1
"GO:0090087","regulation of peptide transport",6,1,1.72,0.869,1
"GO:0120255","olefinic compound biosynthetic process",6,1,1.72,0.869,1
"GO:0140694","membraneless organelle assembly",6,1,1.72,0.869,1
"GO:0006913","nucleocytoplasmic transport",11,2,3.15,0.8696,1
"GO:0031667","response to nutrient levels",11,2,3.15,0.8696,1
"GO:0051052","regulation of DNA metabolic process",11,2,3.15,0.8696,1
"GO:0051169","nuclear transport",11,2,3.15,0.8696,1
"GO:0170039","proteinogenic amino acid metabolic proce...",20,4,5.73,0.8706,1
"GO:0006412","translation",37,8,10.59,0.8783,1
"GO:0006886","intracellular protein transport",37,8,10.59,0.8783,1
"GO:0006163","purine nucleotide metabolic process",16,3,4.58,0.8817,1
"GO:0051726","regulation of cell cycle",16,3,4.58,0.8817,1
"GO:0071705","nitrogen compound transport",65,15,18.61,0.8834,1
"GO:0022402","cell cycle process",25,5,7.16,0.8878,1
"GO:0006793","phosphorus metabolic process",104,25,29.78,0.8939,1
"GO:0006796","phosphate-containing compound metabolic ...",104,25,29.78,0.8939,1
"GO:0006281","DNA repair",21,4,6.01,0.8953,1
"GO:0055086","nucleobase-containing small molecule met...",21,4,6.01,0.8953,1
"GO:0002833","positive regulation of response to bioti...",12,2,3.44,0.9005,1
"GO:0007010","cytoskeleton organization",12,2,3.44,0.9005,1
"GO:0031349","positive regulation of defense response",12,2,3.44,0.9005,1
"GO:0032103","positive regulation of response to exter...",12,2,3.44,0.9005,1
"GO:0002831","regulation of response to biotic stimulu...",17,3,4.87,0.9067,1
"GO:0032101","regulation of response to external stimu...",17,3,4.87,0.9067,1
"GO:0044282","small molecule catabolic process",17,3,4.87,0.9067,1
"GO:0000226","microtubule cytoskeleton organization",7,1,2,0.9068,1
"GO:0000281","mitotic cytokinesis",7,1,2,0.9068,1
"GO:0000910","cytokinesis",7,1,2,0.9068,1
"GO:0000911","cytokinesis by cell plate formation",7,1,2,0.9068,1
"GO:0003002","regionalization",7,1,2,0.9068,1
"GO:0008033","tRNA processing",7,1,2,0.9068,1
"GO:0009081","branched-chain amino acid metabolic proc...",7,1,2,0.9068,1
"GO:0009658","chloroplast organization",7,1,2,0.9068,1
"GO:0009808","lignin metabolic process",7,1,2,0.9068,1
"GO:0010564","regulation of cell cycle process",7,1,2,0.9068,1
"GO:0015698","inorganic anion transport",7,1,2,0.9068,1
"GO:0022904","respiratory electron transport chain",7,1,2,0.9068,1
"GO:0032506","cytokinetic process",7,1,2,0.9068,1
"GO:0032880","regulation of protein localization",7,1,2,0.9068,1
"GO:0042180","ketone metabolic process",7,1,2,0.9068,1
"GO:0050657","nucleic acid transport",7,1,2,0.9068,1
"GO:0050658","RNA transport",7,1,2,0.9068,1
"GO:0051236","establishment of RNA localization",7,1,2,0.9068,1
"GO:0051273","beta-glucan metabolic process",7,1,2,0.9068,1
"GO:0060341","regulation of cellular localization",7,1,2,0.9068,1
"GO:0061640","cytoskeleton-dependent cytokinesis",7,1,2,0.9068,1
"GO:0070201","regulation of establishment of protein l...",7,1,2,0.9068,1
"GO:0170035","L-amino acid catabolic process",7,1,2,0.9068,1
"GO:1902410","mitotic cytokinetic process",7,1,2,0.9068,1
"GO:0006974","DNA damage response",22,4,6.3,0.9158,1
"GO:0071214","cellular response to abiotic stimulus",22,4,6.3,0.9158,1
"GO:0104004","cellular response to environmental stimu...",22,4,6.3,0.9158,1
"GO:0043043","peptide biosynthetic process",31,6,8.88,0.9197,1
"GO:0009150","purine ribonucleotide metabolic process",13,2,3.72,0.9245,1
"GO:0016054","organic acid catabolic process",13,2,3.72,0.9245,1
"GO:0046395","carboxylic acid catabolic process",13,2,3.72,0.9245,1
"GO:0050832","defense response to fungus",23,4,6.59,0.9326,1
"GO:0009605","response to external stimulus",77,17,22.05,0.9336,1
"GO:0006644","phospholipid metabolic process",8,1,2.29,0.9338,1
"GO:0009141","nucleoside triphosphate metabolic proces...",8,1,2.29,0.9338,1
"GO:0009144","purine nucleoside triphosphate metabolic...",8,1,2.29,0.9338,1
"GO:0009205","purine ribonucleoside triphosphate metab...",8,1,2.29,0.9338,1
"GO:0017001","antibiotic catabolic process",8,1,2.29,0.9338,1
"GO:0042743","hydrogen peroxide metabolic process",8,1,2.29,0.9338,1
"GO:0042744","hydrogen peroxide catabolic process",8,1,2.29,0.9338,1
"GO:0046034","ATP metabolic process",8,1,2.29,0.9338,1
"GO:0051649","establishment of localization in cell",53,11,15.18,0.9339,1
"GO:0006810","transport",135,32,38.65,0.9369,1
"GO:0006520","amino acid metabolic process",28,5,8.02,0.9393,1
"GO:0006631","fatty acid metabolic process",19,3,5.44,0.9429,1
"GO:0009117","nucleotide metabolic process",19,3,5.44,0.9429,1
"GO:0009259","ribonucleotide metabolic process",14,2,4.01,0.9429,1
"GO:0051234","establishment of localization",136,32,38.94,0.9438,1
"GO:0051604","protein maturation",29,5,8.3,0.951,1
"GO:0043604","amide biosynthetic process",38,7,10.88,0.9522,1
"GO:0016050","vesicle organization",9,1,2.58,0.953,1
"GO:0045333","cellular respiration",9,1,2.58,0.953,1
"GO:0170040","proteinogenic amino acid catabolic proce...",9,1,2.58,0.953,1
"GO:1901606","alpha-amino acid catabolic process",9,1,2.58,0.953,1
"GO:0006753","nucleoside phosphate metabolic process",20,3,5.73,0.9557,1
"GO:0006633","fatty acid biosynthetic process",15,2,4.29,0.9571,1
"GO:0009735","response to cytokinin",15,2,4.29,0.9571,1
"GO:0019693","ribose phosphate metabolic process",15,2,4.29,0.9571,1
"GO:0006082","organic acid metabolic process",60,12,17.18,0.9589,1
"GO:0043603","amide metabolic process",52,10,14.89,0.9614,1
"GO:0046907","intracellular transport",48,9,13.74,0.9631,1
"GO:0072330","monocarboxylic acid biosynthetic process",21,3,6.01,0.9657,1
"GO:0002684","positive regulation of immune system pro...",10,1,2.86,0.9666,1
"GO:0006399","tRNA metabolic process",10,1,2.86,0.9666,1
"GO:0006897","endocytosis",10,1,2.86,0.9666,1
"GO:0007017","microtubule-based process",10,1,2.86,0.9666,1
"GO:0009063","amino acid catabolic process",10,1,2.86,0.9666,1
"GO:0009126","purine nucleoside monophosphate metaboli...",10,1,2.86,0.9666,1
"GO:0009167","purine ribonucleoside monophosphate meta...",10,1,2.86,0.9666,1
"GO:0009657","plastid organization",10,1,2.86,0.9666,1
"GO:0045089","positive regulation of innate immune res...",10,1,2.86,0.9666,1
"GO:0050778","positive regulation of immune response",10,1,2.86,0.9666,1
"GO:0006457","protein folding",16,2,4.58,0.9678,1
"GO:0032787","monocarboxylic acid metabolic process",31,5,8.88,0.9686,1
"GO:0006811","monoatomic ion transport",36,6,10.31,0.9712,1
"GO:0016192","vesicle-mediated transport",36,6,10.31,0.9712,1
"GO:0006812","monoatomic cation transport",22,3,6.3,0.9736,1
"GO:0019637","organophosphate metabolic process",32,5,9.16,0.975,1
"GO:0098655","monoatomic cation transmembrane transpor...",17,2,4.87,0.976,1
"GO:0045088","regulation of innate immune response",11,1,3.15,0.9763,1
"GO:0050776","regulation of immune response",11,1,3.15,0.9763,1
"GO:0098657","import into cell",11,1,3.15,0.9763,1
"GO:0043436","oxoacid metabolic process",59,11,16.89,0.9765,1
